id,text,sentiment
23748,বাংলাদেশে যে দূর্নীতি হয় সে টা বিদেশী ব্যবসায়ীরাও ব্যবহার করছে। বাংলাদেশ দূর্নীতির বিশ্ব আখড়া হিসাবেই থেকে যাবে। দুঃখজনক হলেও সত্য বিদেশী হয়ে দেশের গণ মাধ্যমকে বাধা দেয় কতটা দুঃসাহস। মূল হতা এদেশের বড় বড় কর্মকর্তারা।,0
27114,"এইতো জাগাত আসলে নুসরাত,,",0
26965,আমি একটা গান পরবেন সবাই নুসারট ফারিয়া আমার কমরটা দিলাইয়া তরে আর তর মারে বিসানায় ফালইয়া এমন চুদাচুদমু না মাগির বাচ্চা সব ভুলে যাবি যে গানটা লিখছে সে একটা মাগির পুত বা মাগির জি মনে।।। এক কথায় বুঝাতে চায় হট বাবা মায়ের হট সন্তান####,0
8880,বানরের গলায় মুক্তার হার যেমন শোভা পায়না ফেসবুক আমাদের জন্য তেমন হয়ে গিয়েছে।,0
28126,আমাদের কথায় সরকারের কিছু যায় মাথা মোটা গুলা যে টেকনোলোজির আগা মাথাও ড্যাম,0
18122,তুর আম্মুর জামাই মানে তুর আব্বু মারছে যে এরি,0
11414,খালেদ(উপস্থাপক) তুই সরকারী দালাল। তোর ও তো একটা কোটা দরকার। সরকারী দালাল কোটা। আন্দোলন কর বেটা,0
23231,কত যে বাল ফালাইবা,0
28226,এই অবৈধ সরকারের সব কাজেই ধান্দাবাজি,0
5247,আপনি তো নাটকের মাজে মানোষ কে আজ কাল অনেক পেরা দিচ্ছেন কেনো ভাই।,0
24939,তিন শয়তান এর সাথে এভাবে টকশোতে যাওয়া ঠিক নয়।সুলতানা কামালকে খানকির মত লাগছে,0
26093,জাফর একটা জারজ সন্তান,0
25123,তিনটা নাস্তিক বড় নাস্তিক সুলতানা কামাল।,0
26037,বালের কামলা এখন বুদ্ধিযিবি।,0
14156,আমাদের দেশে আইন তইরি করা মানেই পুলিশ এর পকেট ভর্তি করানো একই কথা,0
26484,"বালমার্কা লিরিকস,এডি লেখছে কোন পাডায়? হালাগো রুচি দেখলে বমি আসে। ম্রা খা হ্লারা।",0
24532,"বাংলাদেশর। সংবিধান মুক্তিযোদ্বারা এনেছে , জনাব আসিফ নজরুল সাহেব দেশ স্বাধীন না হলে আপনি ঢাকা বিশ্ববিদ্যালয়ের শিক্ষক হতে পারতেন না। মুক্তিযোদ্ধা দের নিয়ে আপনি অযৌক্তিক কথা বলবেন না। আপনার সাথে যিনি টক শোতে আছে তিনি একজন মুক্তিযোদ্ধা। তিনি কিন্তুু আপনার মত এত কথা বলেন নাই আপনার বংশে কোন মুুক্তিযোদ্ধা আছে??? থাকলে কস্ট টা বুজতেন",0
26992,"এই খানিকটা বাংলাদেশের কলঙ্ক, খানকি সানি লিয়ন হইতে চায়, চুতিয়ার মায়রে বাপ।",0
25133,ইমরান তুই আসলে একটা সুয়ারের বাচ্চা। আর সুলতানা কামাল হলো খানকি। চোতমারানি ওই সুয়ারের বাচ্চা সুলতানা কামালকে এই দেশ থেকে তাড়ানোর দরকার। নাহলে ভালো লোক গুলো খারাপ হয়ে যাবে।,0
24721,এই ভারাইট্টা বুদ্ধিজিবি কে কত % কোটা পায় তাই জানে না আইছে জ্ঞান ঝাড়তে।,0
24771,এখানে মুসলিমদের বেপার এখানে পতিতা দুই জন কেন,0
15024,"ভালোভাবে কথা বলতে পারেনা এগুলো না কি ছাত্রলীগের সাধারণ সম্পাদক, সভাপতি",0
28248,শালার পুতরে লজ্জা দিয়ে পয়দা করেনাই।,0
26056,বেশি বললেই আপনা কে জংগী বানিয়ে ফেলবে কথা কম বলায় ভাল,0
11159,লীগ ভাই তাহলে চাপাতি নিয়ে ক্যাম্পাস কারা ছিল,0
5272,এস্কিডেন্ট এটা ঠিক হলনা,0
4122,নাটকটা আর একটু classic হলে ভালো হতো,0
26172,এই মাগির পুত,0
28056,"সরকারের কি হবে,হবেতো বাংলার খেটে খাওয়া মানুষের।",0
25615,বাংলাদেশে বড বাটপার হলো এই লোক,0
25023,"পাঁচে মে তে সরকারি দলের বিশেষ কোনো কোনো নেতা যে পাঞ্জাবি বণ্টন করেছেন, তা কাদের কে দিয়েছিলেন? হেফাজতের লোকদেরকে দিয়েছিলেন? সোনালি ব্যাংক, বায়তুল মোকাররমে অর্ধেক ইসলামি ড্রেস পরিহিত হামলাকারী ছিলেন ।",0
25643,"বলদ নি তুই আওয়ামীলীগ ভয় পাইলে এই লুক রে ই পায়,",0
16362,ওরনা ব্যবহার করতে ভুলে গেছে নাকি,0
25173,"আরে টুকাই,,,মুফতি সাহেবের কথা শোন",0
25591,দেশটাকে ধংশ করতে মুজিব জাতির পিতা না জাতির জুতা.,0
14466,কি বলবেন একটু ভালো করে বলেন,0
25787,"অশিক্ষিত, মুর্খ, জঙ্গি জামাত সাপোর্টাররা জাফর ইকবালকে সহ্য করতে পারেনা। এই কমেন্ট সেকশনেই তাদের কুৎসিত কমেন্ট দেখে হাতে নাতে প্রমাণ পাবেন।",0
28293,Mohammed Ali রাজাকারের বাচ্চা রাজাকার। বাইঞ্চোদ। ওনারে নিয়া বাজে কথা বলিস কেন,0
26965,আমি একটা গান পরবেন সবাই নুসারট ফারিয়া আমার কমরটা দিলাইয়া তরে আর তর মারে বিসানায় ফালইয়া এমন চুদাচুদমু না মাগির বাচ্চা সব ভুলে যাবি যে গানটা লিখছে সে একটা মাগির পুত বা মাগির জি মনে।।। এক কথায় বুঝাতে চায় হট বাবা মায়ের হট সন্তান####,0
5664,তুই তুকারি টা সংলাপে অতিরিক্ত হয়ে গেছে,0
4375,ফালতু ফিনিশিং,0
11205,পৃথিবীতে আর কোন দেশ স্বাধীন হয় নাই। যুদ্ধ করছে বলে তার চৌদ্দ গুষ্টিকে সুবিধা দিতে হবে। কোথায় স্বাধীনতা ছাত্র দের উপরে হামলা। সংসদে মুন্ত্রী হচ্ছে ইনু।,0
19617,কলিজাটা মনে হয় ছিড়ে যচ্ছিলো। এত কষ্ট কেন হয় বুঝিনা। তোমরা জিতলেও সাথে আছি আর হারলেও সাথে আছি।,0
25118,সুলতানা কামাল আপনি এত বাচাল কেন?,0
25950,আপনার নিজের কথাতেই ত ইংরেজি অনেক,0
26484,"বালমার্কা লিরিকস,এডি লেখছে কোন পাডায়? হালাগো রুচি দেখলে বমি আসে। ম্রা খা হ্লারা।",0
17363,২০০০ সনের b+ আর এখন কার দিনের golden a+চেয়ে বেশী মান রাখে।বরতমানের লেখাপরার মান খুবেই খারাপ,0
14519,এই বাংলাদেশের একটা শিক্ষামন্ত্রী এই মাদারচোদের মাথার মধ্যে কোনো রকম কোনো চুল নাই মাথায় মনে হয় জেনে মানুষের বালতলা বনানী দিয়া চুল গুলা তোলা হয়েছে নিপলের গোড়ার বাল গুলো নিয়ে যায় নুরুল ইসলাম নাহিদের মাথায় দিয়ে চুল গজানো দরকার এখন জীবিত কোন আপত্তি নাই এখন day সূচনা নীল ভাই আছে নাহিদ শিক্ষামন্ত্রী এই শুয়ারের বাচ্চারা আপত্তি আছে না থাকলে মনু এর কাছে পুটকিমারা দেয় তোমার baluchor লিভারের জন্য এক্সপাট লিংক দেওয়া হয় তা আমরা প্রয়োজনে সবাই মিলে চাঁদা তুলে 50 কোটি টাকা দেব শিক্ষামন্ত্রী তারপরও জন্য পুটকিতে মানা দেয় লেবুর গাছে লাও ধরিয়াছে live কোন সমস্যা নাই আমি তার মতামত জানিয়ে লেকসিটি master কত কোটি টাকা রাতে তার মধ্যে প্রতিবেদন 2014 সালে তাকে দিতে হবে কারণ দেখুন কিছু সমস্যা আছে কিছু টাকা অবশ্য বিষয়টা নেতার বিরুদ্ধে,0
15368,মরনের টিকেট কিনে নিজের হাতে মৃত্যু ডেকে আনে ওরা কিন্তু ওরা নিজেরাই জানেনা কতটা ভয়াবহ রুপ নিবে এই সকল পন্য,0
